0,1,2,3,4,5,6,7,8,9,10,11,12
-1.0,3.296967465029763,0.855689948453942,2.100376809380563,0.27953364662386315,2.990932165153561,0.952184703626636,1.2380283754325374,2.221750173492207,3.715942236915055,3.151925478575721,2.5514112443127357,3.1559554814582818
1.0,2.0350087647254664,0.9314350543513359,2.5894558827132457,1.9711915841801533,3.929195112166467,1.3542168548964857,1.2402918133290468,3.724674128212601,0.06502099179965848,2.5490660789357924,3.046065382865823,2.9612145139938604
1.0,1.3435929034239025,2.7954173466816354,2.994462719409335,3.4646148814470736,3.508199171454416,2.3095333032279184,1.4244832582502545,2.533416277584738,1.2400387137612023,0.7633009063402856,0.21149265626960023,2.6802629099656006
-1.0,2.421895043424146,3.0150887822652384,1.161278180609426,1.7014073906716973,1.9165361066189899,2.6720010600273474,2.9940571907784745,3.353739132838017,0.5201548914061052,3.338575476786818,3.060340498566309,1.1326552695251335
1.0,0.04384489657949153,0.4821642572584546,2.8780980710901622,3.455110945727874,3.8306409419059224,0.5116662177259332,3.5715610690446513,0.3584168250362594,2.2270883071409493,1.5988514220404904,1.3730114279509955,1.585885553964658
1.0,1.698505471264419,0.06084125055663625,2.375750059405628,1.3351819639896956,0.4294084717332698,0.22945633715376434,1.5144546406954857,3.485842772927767,0.535370773760433,3.571835319483341,1.1588802565211727,3.376849685472186
-1.0,2.8697684205480036,2.0067776903486245,1.8895979168757124,0.07018283988481233,3.354441534317287,1.8021117396951847,0.6356763812717645,2.9331876529338525,1.3045806779586422,1.0837988997750094,2.2051277798185867,1.8315811023939736
-1.0,2.1463934375112284,0.6081352121562249,0.3687559086908019,0.4614216110452225,1.6942837453553676,0.5164896637882164,3.033453269893446,0.8839179471792131,2.6210820805891433,0.9411788327989958,2.5998563552132223,1.8813899742878966
1.0,1.3880010167042305,3.8084513637050876,2.5618869373687243,0.6858269419630649,1.1956567440527324,2.398606750699629,0.46555106385844125,2.402064048508605,0.8574889724933628,1.2680553040218134,2.215245602710735,0.7603946683525336
-1.0,1.0007567922459293,1.6322863727245593,1.992670637200757,3.27941507097549,3.7194811481948338,3.2296915143196308,3.817124830876713,3.5147305893744294,0.371635966989468,2.7515257274426523,3.3994662013629693,1.1975835315104053
1.0,3.630981740262941,0.3945927846190247,3.3129869364116566,1.8203470804405049,0.4757810851946447,1.2688151527431835,1.6265865566628244,2.416594908667767,2.5284601742615447,3.896500100113241,1.6043458056434319,1.0864287296499597
-1.0,2.5387214457325404,2.016445769412865,0.5465698544419628,0.88616438354883,2.1396176878024598,1.8628024213537024,2.324309790607426,1.3048654458997748,3.4584307451021044,2.3504316061939123,3.4453517453815605,3.582133248055201
-1.0,2.5280706971792477,3.3779583247144727,3.4228136963667293,3.122076333864116,3.7421452762672027,2.8304663487017527,0.9705960647090754,0.2182327872623202,3.4127737993782468,3.531061061594654,2.355356925566269,3.724205396755642
-1.0,0.8123238646329383,1.0707504972893642,3.0805619479007613,1.4758719784036933,1.0023535601096714,2.487930820205137,1.000653884711626,2.559374042657379,1.6091070749284575,1.7595427699797268,3.034163355025177,2.1769811166579642
1.0,2.50471224505716,0.2046338499190523,0.33952818855663836,1.7147932746820813,0.9886646751329726,0.22001826242386047,1.3055482088579118,1.8489804129768546,3.3572623169699565,3.734543651555235,3.8294252244953806,3.7794531652792207
1.0,3.8278357884591783,0.7340466916100121,3.401748431683741,3.9503291882020175,3.727922442875314,1.9438940565174638,1.0763842083623345,0.8738835897364572,2.385059823091221,2.0828811123592867,3.5589167360760614,0.5254250529957076
1.0,2.326198397055916,2.511718730677215,3.9951058512862807,1.2457702632369174,0.6778817713270868,3.643678481712677,0.844900586987146,3.646200694158641,3.2128542711134083,2.713362908910491,1.7082338816084914,2.717331238847373
-1.0,1.5725387040504932,0.6617809704410007,0.24430683390219565,0.4844374231980564,3.0916389428360977,1.0568027728787968,3.129812371770343,2.288805956525407,2.086777022138229,1.4176733723902242,3.1796555016047887,1.1448177548801528
1.0,3.6241402368957303,1.4282161644384397,2.199255554566158,0.3506797922117819,1.4940812059184259,3.290190299155166,2.299642402038694,3.0137941318811308,0.5170585545124862,1.390758111913208,1.2905736868167383,2.7695832546588357
-1.0,0.5787534500452796,2.83304439605174,3.8564288581351853,0.612416375830704,0.4814390385034284,2.4429893720129856,1.9669103274322222,0.6157042615125046,2.540580503285946,0.2337262734636658,2.6593601668842664,0.7863329586135768
1.0,0.44264801747196847,1.8201154975405842,0.19953871433957016,0.04947459174268021,0.3337326956050979,3.2101514664889317,0.4360439774688212,0.4376666925455788,1.5727566914893667,2.8999594260859847,3.1455429361797944,0.13043658323794594
1.0,3.6360778340997078,3.2216353739885464,3.606851177421897,0.48055273802453113,3.887277577109243,2.2162516407505755,3.9131880040773055,2.4340958903745236,2.3026546592265538,0.1341951770561991,1.8482142733566755,1.0716005143758025
-1.0,3.7620593593494944,0.061998405556902725,0.9815268737778884,2.02475275296249,2.1742805597344286,2.919321144352383,1.0654289469214984,0.7113525848192146,0.7394929333771865,2.4658899699600436,1.714899494271132,3.290886412722766
-1.0,3.746426522322011,0.9972915060683745,3.6634832533898405,0.02732767711058992,0.5393901176880567,3.244112619735355,0.2760826135588723,3.3240756055808243,2.132121307032121,2.4322772082842143,1.7265202591313016,1.3733579728351453
1.0,0.5554213744566447,1.0695022424311493,1.1226267240565342,2.273687910899443,0.12218141720759546,2.875424533887188,3.0713323647826702,0.934363207962607,1.5138264418254703,0.9357072536961675,0.4571892788006622,3.830713922526175
1.0,0.43591909199109624,1.7028329270970342,3.018639406186994,0.18763705026066324,2.7106843755563323,1.0718082548062093,1.578958839801441,0.9683124758173465,2.138122326487901,0.19560881979807032,1.064836947217159,0.6395298855153304
-1.0,0.817169127585057,0.6624100878942034,1.2237970894429515,0.8289763960212682,1.1682221970572124,3.599154069814772,2.602819556434894,2.2975284002220193,1.875487915614499,2.7598691417413206,2.8715606879517908,1.37320289791184
1.0,3.066897329497772,2.477025095476133,2.8581508394829918,1.7343767795685685,2.30122969834482,1.3010713484414906,1.8651745258596497,1.2424214930211095,0.21198102205126412,1.266272314582102,3.4126052388250914,0.2840484904932463
1.0,2.0162612771536144,2.769370845639732,0.12252353944332617,1.1964894677182412,0.9103851834567327,2.290390353928354,1.9779096438670432,1.588751874132961,2.352180184676382,1.292614824530129,3.4883490232090266,1.954528742684111
-1.0,0.6032874820399372,1.686014356320055,2.500666212323994,3.4053656650347977,1.769409086908737,2.118802032666876,3.20222923950596,0.4015679872606226,3.8791711764550176,1.4899667127750078,2.9872768732597006,3.3200464197853483
-1.0,1.0612689987963253,1.998044150630676,2.801809325647031,3.912788538864197,3.6271777792944295,3.9049556990599084,2.4997606075363823,2.2374808476073595,0.213776348133341,2.10318333493812,3.968525016290546,3.974288581538513
-1.0,1.5131726664359708,3.869785778801597,0.7857724732359737,3.518046144736296,0.5999731542317259,3.2176606771247767,0.1813422610328277,1.9219513066182738,2.3971263497879227,2.825015150831937,1.6880757973241045,0.3700438707346736
1.0,3.3172172307521666,0.5232053709848534,2.8073303833109655,1.6320510953386238,3.939077987362475,2.6559208959872262,0.9202797617845455,2.2911526029997424,1.0024553684917619,0.390567812152506,3.1913196481200474,1.2595062087165596
1.0,1.0265653185754409,3.1431994060914032,2.4254001242989447,2.011384472019986,3.3911505911968582,3.5301310201391836,3.86009234351271,2.3071543773477177,3.529287031922807,3.9113409372220613,2.780623005571675,3.5418968716016965
-1.0,3.5311107254463137,0.058396794677065156,2.85946208386668,0.2195037429920803,3.5358839128691426,0.23065891947604777,2.7902228942012934,1.6051721173549596,0.8757707054231627,3.343073339279487,3.4441572580351507,2.7670295653608417
1.0,0.17837140491802517,2.3874625086334795,0.9846514417055654,1.7203837848592993,3.570317681591952,2.2628792927964794,2.961695774570474,0.28152797204650604,3.800844987618854,3.0253736422198383,0.20492649873364366,0.862421239449823
1.0,3.0059506892511867,0.06254887332365655,1.6283814665298668,1.4717656664623648,1.0792659843201768,3.4701503002862233,0.07882403152810236,1.199206753387799,0.322940560902508,0.4788940007415663,0.3091630516367294,1.4507660196301955
1.0,3.5549493357532955,3.157650445531727,2.5068610917723566,2.548684164884946,0.9909968173779435,1.3056145882702355,2.0694400493470337,1.1465908510918492,0.16771179058582542,1.8424768642648304,0.26065768760470176,0.8378637067360732
-1.0,2.0135698288444526,1.428612803514267,2.9819308078981215,3.182081565639166,3.3880362921183598,0.1808155883768907,3.2354124712879675,1.0310483651517344,0.4755378792285265,2.3869349753592846,0.7752010805587628,3.9317932497067822
-1.0,2.6637568910859524,1.2596350551455444,1.2637708310534235,3.887081715206241,1.8746988180628477,2.5712716652099568,2.699466895790776,1.8105446811229315,1.6265516058426792,3.32953812049855,1.7572420803631301,1.7109301676334616
1.0,0.24216133355041247,2.560685822187357,1.1418047440545842,1.8556664252523616,0.02984503520108417,2.3866455607535766,3.7685483350570914,0.1321562959841951,1.618831266289864,2.906742099624955,3.468973157232984,3.0250563016849097
1.0,1.7356027341478173,0.8768217681086758,1.1250462174967266,3.682358852087036,3.130476842842627,0.7564310788040873,1.323545410013136,2.8753472460860268,2.288907299695997,0.12844221913687903,0.7524760586752315,0.9356437535674802
-1.0,2.596106903936497,1.7045780169966176,2.2381641690909797,3.7273284775007616,2.0379026832055396,2.0177400113640696,1.1192729406213062,3.971346827197364,3.3345325854193426,3.9044554353225918,1.9173964486604604,3.8015589389847686
-1.0,2.283599059034346,2.648126544326923,0.02256303447760244,0.5278959183397065,0.39974335810085204,3.878934088891123,2.8546445945372936,2.669743609584985,0.9253050201988429,0.2534795656851965,3.0721110941940446,1.744694969676964
1.0,2.8394781506984894,3.0986521485390752,2.003818130983707,2.990830990387575,2.490901249314028,3.7227931645790595,0.5998140131773542,3.1104602703408584,0.928937471094343,3.17991913763386,3.783921690231828,0.6318667331359142
-1.0,0.223465656555621,2.0039023002457714,3.122107626702467,2.071677526734475,1.904717836116291,2.4966156311391483,1.4877747270586124,1.8806491814966213,3.5964508588881094,3.882134908187142,3.106642081957101,2.6056281522901954
